Date,Invoice_ID,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Tax,Total,Time,Payment,Rating
2023-03-12,INV001923INV000136INV001207,BBB,MandalayYangonYangon,NormalNormalNormal,FemaleMaleFemale,Electronic AccessoriesFashion AccessoriesSports & Travel,129.29999999999998,15,19.009999999999998,815.75,19:2515:399:39,EwalletCashCash,20.3
2023-03-13,INV000167INV000855INV001061INV001317INV000035,AAABA,MandalayYangonNaypyitawNaypyitawYangon,MemberMemberMemberNormalNormal,FemaleMaleFemaleFemaleFemale,Electronic AccessoriesElectronic AccessoriesSports & TravelSports & TravelFood & Beverages,303.11,21,30.6,1634.28,17:5313:3418:3813:0718:00,Credit cardEwalletCredit cardCashCash,36.1
2023-03-14,INV001351INV000559INV000323INV000961,BCAC,YangonNaypyitawYangonNaypyitaw,MemberNormalNormalNormal,FemaleMaleFemaleMale,Food & BeveragesHealth & BeautyFashion AccessoriesSports & Travel,206.81,20,17.24,1705.67,12:5010:0210:4816:38,CashCashCredit cardCredit card,23.6
2023-03-15,INV001777INV001244,BA,NaypyitawNaypyitaw,MemberMember,FemaleMale,Electronic AccessoriesHome & Lifestyle,79.06,11,14.14,730.37,14:3212:27,Credit cardEwallet,14.799999999999999
2023-03-16,INV001208INV001578INV001572INV000606INV001270INV001885INV001857INV001211INV001000INV000204,ACABAAAABA,YangonYangonMandalayMandalayYangonMandalayMandalayNaypyitawYangonMandalay,MemberMemberNormalMemberMemberMemberNormalNormalNormalNormal,MaleMaleMaleMaleMaleMaleFemaleMaleMaleFemale,Sports & TravelHealth & BeautyHealth & BeautyHealth & BeautyHome & LifestyleSports & TravelHome & LifestyleHome & LifestyleFashion AccessoriesFashion Accessories,537.62,52,48.97,2739.59,11:4518:5915:0015:3117:1512:5717:5612:4711:0010:54,EwalletCredit cardEwalletCredit cardCredit cardCredit cardEwalletCashCashCredit card,71.9
2023-03-17,INV000400,C,Yangon,Normal,Male,Home & Lifestyle,71.73,2,5.8,146.01,10:29,Cash,4.0
2023-03-18,INV000190INV001786INV000555INV001759,ABAB,NaypyitawYangonYangonYangon,NormalMemberNormalNormal,MaleMaleFemaleMale,Electronic AccessoriesFood & BeveragesSports & TravelFashion Accessories,142.38,19,33.45,1231.59,18:1510:0512:169:13,CashEwalletCashEwallet,24.4
2023-03-19,INV000896INV001489INV001746,CAB,MandalayNaypyitawMandalay,MemberNormalMember,FemaleMaleMale,Sports & TravelElectronic AccessoriesElectronic Accessories,175.07999999999998,14,20.99,761.1099999999999,8:199:5516:14,EwalletCashCredit card,18.5
2023-03-20,INV000418INV001767INV001198INV001393INV001250INV000720INV001072INV000939,BBCCBAAA,MandalayNaypyitawNaypyitawYangonMandalayNaypyitawYangonNaypyitaw,NormalNormalMemberNormalNormalMemberNormalMember,MaleFemaleMaleMaleMaleFemaleMaleFemale,Sports & TravelHealth & BeautyHealth & BeautySports & TravelFashion AccessoriesFood & BeveragesHealth & BeautyFood & Beverages,480.31,50,51.21,2916.39,12:5018:278:0319:2715:2318:4114:4912:42,CashCredit cardCashCashEwalletEwalletEwalletCredit card,51.9
2023-03-21,INV001642INV001081INV000632INV000788INV001518INV000596,ACACAA,YangonMandalayYangonNaypyitawMandalayYangon,MemberNormalNormalNormalNormalNormal,FemaleMaleFemaleMaleMaleMale,Electronic AccessoriesFashion AccessoriesHome & LifestyleFashion AccessoriesFood & BeveragesFood & Beverages,302.49,31,27.03,1692.5,8:1411:179:4718:3912:2713:54,EwalletCredit cardCashEwalletEwalletEwallet,40.9
2023-03-22,INV001013INV000066INV000529INV000149INV001157INV001845INV001224INV001040INV001931,BABCABCCA,MandalayMandalayNaypyitawYangonYangonNaypyitawMandalayMandalayYangon,MemberMemberNormalMemberNormalNormalMemberMemberNormal,MaleFemaleMaleMaleMaleMaleMaleMaleFemale,Health & BeautyHealth & BeautyFashion AccessoriesHome & LifestyleFashion AccessoriesElectronic AccessoriesHome & LifestyleHealth & BeautySports & Travel,484.62,51,48.21,2150.45,9:1210:4613:0919:2413:0619:579:5314:4215:17,EwalletCashCashEwalletCredit cardEwalletCashEwalletEwallet,64.5
2023-03-23,INV000432INV000711INV000101INV000073INV001170INV001653INV000394INV001045INV001863INV001924,ACBAABCABB,MandalayNaypyitawNaypyitawNaypyitawMandalayNaypyitawMandalayYangonMandalayNaypyitaw,MemberNormalNormalNormalNormalMemberNormalNormalMemberMember,FemaleFemaleMaleMaleFemaleFemaleMaleMaleMaleFemale,Sports & TravelHealth & BeautyElectronic AccessoriesElectronic AccessoriesHome & LifestyleHealth & BeautySports & TravelHome & LifestyleFashion AccessoriesHealth & Beauty,578.55,56,45.08,2338.86,8:5613:4514:1014:2915:5317:258:4613:2314:4413:59,Credit cardCredit cardCredit cardEwalletCashEwalletEwalletCashEwalletEwallet,66.8
2023-03-24,INV001998INV000715INV001249INV000055INV000605INV001537INV001221INV001407INV001194,CBACAABBA,YangonNaypyitawNaypyitawMandalayYangonYangonYangonYangonYangon,MemberMemberMemberMemberMemberMemberMemberMemberMember,FemaleFemaleFemaleFemaleFemaleMaleMaleFemaleFemale,Home & LifestyleSports & TravelSports & TravelFood & BeveragesFashion AccessoriesSports & TravelSports & TravelSports & TravelFood & Beverages,424.65000000000003,42,51.43,1962.42,12:2619:359:0510:2710:4914:4619:5915:1215:45,CashCashCredit cardCredit cardCredit cardEwalletCredit cardEwalletCash,58.5
2023-03-25,INV000157INV001434,CA,MandalayMandalay,NormalMember,FemaleFemale,Home & LifestyleFashion Accessories,47.31,14,10.58,252.51,15:1112:53,Credit cardEwallet,11.2
2023-03-26,INV001046,A,Mandalay,Member,Male,Home & Lifestyle,11.34,4,1.18,451.22,9:05,Cash,9.6
2023-03-27,INV000489INV000379INV000864INV001674INV001058INV001395INV001145INV001373,CBBABBAB,MandalayMandalayNaypyitawMandalayYangonYangonMandalayMandalay,NormalMemberNormalNormalNormalNormalMemberNormal,FemaleMaleFemaleFemaleMaleMaleFemaleMale,Food & BeveragesHome & LifestyleFashion AccessoriesSports & TravelHome & LifestyleFashion AccessoriesFood & BeveragesElectronic Accessories,584.13,37,38.730000000000004,2093.21,13:0319:428:429:3716:4914:4618:1112:50,CashEwalletCashEwalletEwalletCredit cardCashEwallet,51.6
2023-03-28,INV001741INV000627INV001722INV000443INV001560INV001290INV001451,BCABCBA,MandalayNaypyitawMandalayMandalayMandalayNaypyitawMandalay,NormalMemberMemberMemberMemberNormalMember,MaleMaleFemaleMaleFemaleFemaleFemale,Sports & TravelFood & BeveragesSports & TravelFood & BeveragesHome & LifestyleSports & TravelFood & Beverages,377.13,24,28.92,1832.93,8:088:0913:3815:018:3613:1614:39,CashCredit cardCredit cardEwalletCashCredit cardEwallet,48.4
2023-03-29,INV001186INV001441INV001652,AAC,YangonNaypyitawYangon,MemberMemberNormal,MaleMaleMale,Fashion AccessoriesElectronic AccessoriesSports & Travel,69.78999999999999,14,8.54,622.0600000000001,17:2217:1917:58,EwalletEwalletEwallet,23.8
2023-03-30,INV000915INV001027INV000298INV000589INV000670INV001563INV001388INV000009,BBBABBCA,MandalayYangonNaypyitawYangonYangonYangonYangonYangon,NormalNormalMemberMemberNormalMemberMemberNormal,FemaleFemaleMaleFemaleFemaleFemaleFemaleFemale,Food & BeveragesFood & BeveragesHealth & BeautyFashion AccessoriesHome & LifestyleSports & TravelFashion AccessoriesHome & Lifestyle,435.93,46,39.67,1891.37,13:4816:5914:599:2712:4118:1011:279:52,Credit cardEwalletEwalletCashEwalletCashCredit cardEwallet,56.900000000000006
2023-03-31,INV001445INV000575,BC,MandalayYangon,MemberNormal,FemaleMale,Food & BeveragesSports & Travel,191.37,8,16.23,677.21,9:228:40,EwalletCash,15.899999999999999
2023-04-01,INV000416INV001002INV001892INV001187INV001584,AABAC,MandalayYangonNaypyitawMandalayMandalay,NormalNormalMemberNormalNormal,FemaleFemaleFemaleFemaleFemale,Electronic AccessoriesFashion AccessoriesSports & TravelFood & BeveragesHealth & Beauty,289.05,32,30.9,1557.77,8:2416:398:4612:4618:01,EwalletEwalletCashCashCredit card,35.5
2023-04-02,INV001790INV000382INV001631INV001854,AAAA,MandalayYangonNaypyitawYangon,MemberMemberNormalMember,FemaleMaleFemaleMale,Sports & TravelElectronic AccessoriesFood & BeveragesFashion Accessories,195.10000000000002,18,23.36,947.94,9:059:2813:458:52,EwalletCredit cardCashCash,28.5
2023-04-03,INV000729INV001035INV000936INV001163,CBBA,YangonNaypyitawYangonNaypyitaw,NormalMemberMemberMember,FemaleFemaleFemaleFemale,Food & BeveragesHealth & BeautyHome & LifestyleHealth & Beauty,283.53,22,30.33,741.4499999999999,14:1617:2218:238:22,EwalletCredit cardEwalletEwallet,34.1
2023-04-04,INV001149INV001576INV001238INV001897,CABC,YangonNaypyitawMandalayYangon,MemberNormalMemberNormal,MaleMaleFemaleMale,Health & BeautyElectronic AccessoriesFashion AccessoriesSports & Travel,248.31,16,25.76,1206.06,8:3419:1115:0217:07,Credit cardCredit cardEwalletCash,35.7
2023-04-05,INV001756INV000301INV001420INV001556INV000822,CBACC,NaypyitawMandalayNaypyitawNaypyitawNaypyitaw,MemberMemberNormalMemberMember,MaleMaleMaleFemaleMale,Food & BeveragesElectronic AccessoriesFashion AccessoriesFashion AccessoriesHome & Lifestyle,369.04,24,26.27,1381.26,8:3616:1316:4418:1019:07,Credit cardCashEwalletEwalletEwallet,29.8
2023-04-06,INV001747INV001646,BB,MandalayYangon,MemberMember,MaleMale,Food & BeveragesFashion Accessories,138.74,11,12.110000000000001,347.74,17:028:01,Credit cardCredit card,14.1
2023-04-07,INV001256INV000436INV000269INV000341INV000476,CCCAA,NaypyitawYangonNaypyitawNaypyitawMandalay,MemberMemberMemberMemberMember,MaleFemaleFemaleMaleMale,Food & BeveragesSports & TravelHome & LifestyleHealth & BeautySports & Travel,253.66,28,39.79,1703.31,10:5918:5716:0711:299:55,EwalletEwalletCashCredit cardCash,37.0
2023-04-08,INV001071INV001544INV001997INV000351INV001315INV000220,CAAACB,MandalayNaypyitawYangonNaypyitawMandalayMandalay,NormalNormalMemberMemberMemberMember,FemaleMaleFemaleMaleFemaleFemale,Home & LifestyleFashion AccessoriesFashion AccessoriesElectronic AccessoriesSports & TravelHealth & Beauty,312.84,34,38.48,1468.03,10:5115:5413:4813:3018:2219:33,EwalletCashCredit cardCredit cardEwalletEwallet,39.4
2023-04-09,INV001132INV000840INV000748INV000795,BABC,NaypyitawNaypyitawMandalayNaypyitaw,NormalNormalMemberMember,FemaleFemaleFemaleMale,Electronic AccessoriesHealth & BeautyHome & LifestyleHealth & Beauty,198.02999999999997,18,30.9,1210.22,16:5712:5010:5513:29,EwalletCredit cardCashEwallet,35.4
2023-04-10,INV000905INV000362INV001806INV000826INV001028,CBBAC,MandalayYangonMandalayMandalayNaypyitaw,NormalMemberMemberNormalNormal,FemaleMaleFemaleMaleMale,Health & BeautySports & TravelFood & BeveragesFood & BeveragesSports & Travel,331.11,34,28.33,1196.95,12:4618:5416:3319:2114:18,Credit cardEwalletEwalletCashCredit card,42.5
2023-04-11,INV000636INV000916INV001129INV000962INV001811INV000993INV000523,BBAABAA,MandalayYangonNaypyitawNaypyitawMandalayMandalayNaypyitaw,MemberMemberNormalMemberNormalNormalMember,FemaleMaleFemaleFemaleMaleFemaleFemale,Health & BeautySports & TravelHome & LifestyleElectronic AccessoriesElectronic AccessoriesHome & LifestyleSports & Travel,345.17,29,34.82,2402.02,11:458:1613:038:1518:5610:4914:57,EwalletCredit cardCredit cardCredit cardCashCredit cardCredit card,40.3
2023-04-12,INV001959INV000746INV001869INV001881INV001004INV001974INV001900,CCACCBC,YangonYangonNaypyitawYangonNaypyitawMandalayNaypyitaw,NormalNormalNormalMemberMemberMemberMember,MaleMaleMaleMaleMaleMaleFemale,Sports & TravelHealth & BeautyHome & LifestyleElectronic AccessoriesHealth & BeautyElectronic AccessoriesElectronic Accessories,472.65000000000003,40,39.81,1897.51,17:2812:5911:009:2211:5512:2414:00,EwalletCredit cardCashCredit cardCredit cardEwalletCredit card,46.5
2023-04-13,INV000250INV001421INV000767INV000305INV000339INV000693INV000455,CABBBBB,MandalayYangonNaypyitawMandalayMandalayNaypyitawMandalay,MemberNormalNormalMemberNormalMemberMember,MaleMaleFemaleFemaleMaleFemaleFemale,Sports & TravelElectronic AccessoriesFashion AccessoriesSports & TravelElectronic AccessoriesFashion AccessoriesHome & Lifestyle,402.11,31,38.66,1272.2,17:098:3110:5310:5318:5918:5915:05,CashEwalletEwalletEwalletCashCredit cardCredit card,52.7
2023-04-14,INV001329INV001480INV000477,CAC,MandalayYangonMandalay,NormalNormalMember,FemaleFemaleMale,Fashion AccessoriesSports & TravelElectronic Accessories,174.27999999999997,15,9.06,309.16,8:5014:5014:47,CashCashEwallet,21.4
2023-04-15,INV001624INV001699INV000697INV001076INV000463INV000557INV000017INV001416INV000871INV001387,BCCBABBCBB,YangonNaypyitawMandalayNaypyitawNaypyitawNaypyitawNaypyitawYangonYangonNaypyitaw,NormalMemberNormalNormalMemberMemberMemberMemberNormalNormal,FemaleMaleMaleFemaleMaleMaleMaleMaleMaleMale,Electronic AccessoriesFashion AccessoriesSports & TravelHome & LifestyleFashion AccessoriesSports & TravelHealth & BeautyElectronic AccessoriesElectronic AccessoriesSports & Travel,623.14,36,60.28,2173.17,12:168:3715:3012:5710:3817:4917:2117:2912:5515:55,CashCashCashEwalletCredit cardCashCredit cardCredit cardCredit cardEwallet,69.6
2023-04-16,INV000999INV001677INV000679INV000193INV000623INV001279,CCAABA,NaypyitawYangonYangonNaypyitawNaypyitawYangon,MemberMemberNormalNormalNormalMember,FemaleMaleFemaleMaleFemaleFemale,Fashion AccessoriesSports & TravelElectronic AccessoriesElectronic AccessoriesSports & TravelHome & Lifestyle,348.68,34,33.72,1734.93,19:4711:0712:1116:4618:1917:41,EwalletCredit cardCashEwalletEwalletCash,39.7
2023-04-17,INV001887INV001376INV000579,ABC,NaypyitawYangonMandalay,MemberMemberMember,FemaleFemaleMale,Electronic AccessoriesElectronic AccessoriesElectronic Accessories,237.44,12,15.99,1236.78,10:3119:3211:33,Credit cardCredit cardEwallet,17.7
2023-04-18,INV000357INV001680INV001772INV001289INV000459INV000174,BBCCCA,YangonYangonYangonNaypyitawYangonMandalay,NormalMemberMemberMemberMemberMember,FemaleMaleMaleFemaleMaleMale,Sports & TravelFashion AccessoriesElectronic AccessoriesElectronic AccessoriesFood & BeveragesFood & Beverages,203.91,26,36.36,1761.34,10:3813:038:0919:1013:2114:23,CashCredit cardCredit cardCredit cardEwalletCredit card,48.0
2023-04-19,INV001605INV000841,CC,NaypyitawYangon,MemberNormal,MaleFemale,Health & BeautyHealth & Beauty,115.75999999999999,14,7.5200000000000005,492.84000000000003,9:3415:11,EwalletCash,12.8
2023-04-20,INV001927INV000033INV001079INV001799INV001232INV001230INV000479INV001890INV001896INV001007,BBCBBBABBB,MandalayNaypyitawMandalayMandalayMandalayNaypyitawNaypyitawMandalayMandalayMandalay,NormalMemberNormalNormalNormalNormalNormalMemberMemberMember,FemaleFemaleMaleFemaleFemaleMaleFemaleFemaleFemaleFemale,Food & BeveragesHealth & BeautySports & TravelFashion AccessoriesSports & TravelFood & BeveragesFood & BeveragesSports & TravelElectronic AccessoriesElectronic Accessories,570.38,58,58.760000000000005,3123.5899999999997,11:0216:2111:0213:0814:1513:149:0819:2014:4712:24,EwalletEwalletCredit cardCredit cardCredit cardCredit cardEwalletCashCashEwallet,72.2
2023-04-21,INV001535INV001825INV000239,AAA,MandalayMandalayYangon,NormalNormalMember,FemaleMaleFemale,Electronic AccessoriesHome & LifestyleHome & Lifestyle,225.57,12,13.31,262.51,9:479:1514:05,CashEwalletCash,23.1
2023-04-22,INV000765INV000144INV001312INV000369,BCCB,NaypyitawMandalayNaypyitawNaypyitaw,MemberMemberNormalMember,FemaleFemaleMaleFemale,Fashion AccessoriesFashion AccessoriesElectronic AccessoriesHome & Lifestyle,190.64,26,23.24,1050.67,10:4313:0019:598:18,CashEwalletCashCash,23.3
2023-04-23,INV001775INV001697INV001077INV001140,CBCA,NaypyitawNaypyitawMandalayMandalay,NormalNormalNormalNormal,FemaleFemaleMaleMale,Sports & TravelHome & LifestyleFashion AccessoriesElectronic Accessories,200.89999999999998,14,12.33,1061.27,13:4911:3918:449:48,EwalletEwalletCashEwallet,29.3
2023-04-24,INV001789INV000127INV001840INV001762INV000661,BBABB,NaypyitawNaypyitawNaypyitawMandalayYangon,MemberNormalMemberMemberNormal,MaleMaleMaleMaleMale,Electronic AccessoriesSports & TravelFashion AccessoriesElectronic AccessoriesHealth & Beauty,197.17000000000002,20,17.35,1311.84,10:2016:3915:4113:3418:31,CashCashCashCredit cardEwallet,34.3
2023-04-25,INV000397INV000473INV001978,CBA,NaypyitawNaypyitawNaypyitaw,NormalMemberNormal,FemaleMaleFemale,Health & BeautyHome & LifestyleHome & Lifestyle,171.13,14,11.09,869.56,9:2315:0214:24,CashCredit cardCredit card,22.3
2023-04-26,INV001325INV000124INV000312INV001442INV000496INV001916INV000735INV001792INV000032,CABACBCCC,YangonYangonMandalayNaypyitawYangonYangonYangonYangonMandalay,NormalMemberNormalMemberNormalMemberMemberMemberMember,FemaleFemaleMaleMaleFemaleMaleFemaleMaleFemale,Home & LifestyleFood & BeveragesHealth & BeautyFood & BeveragesFood & BeveragesFashion AccessoriesHome & LifestyleElectronic AccessoriesFood & Beverages,464.89,53,39.01,2278.96,13:5418:3119:1118:1319:5219:4617:2317:2316:00,Credit cardEwalletCashEwalletCredit cardCredit cardCashCredit cardEwallet,70.9
2023-04-27,INV000571,C,Mandalay,Normal,Male,Home & Lifestyle,15.04,7,6.74,20.63,10:16,Cash,4.9
2023-04-28,INV001464INV000706INV000730INV001453INV000205,CBACC,MandalayNaypyitawMandalayYangonMandalay,MemberMemberNormalMemberMember,MaleFemaleMaleMaleFemale,Home & LifestyleFood & BeveragesFood & BeveragesElectronic AccessoriesElectronic Accessories,209.54000000000002,29,18.69,1157.3899999999999,15:4411:4517:1215:5617:53,CashCredit cardCashCredit cardCredit card,31.299999999999997
2023-04-29,INV000914INV000274INV001271INV001733INV001379INV000285INV000804INV000028INV000995INV000207,BAABCCBBCB,NaypyitawNaypyitawYangonMandalayYangonNaypyitawMandalayYangonNaypyitawYangon,NormalMemberMemberMemberNormalNormalMemberNormalMemberMember,MaleFemaleMaleFemaleMaleMaleMaleFemaleFemaleFemale,Home & LifestyleElectronic AccessoriesFood & BeveragesFashion AccessoriesSports & TravelHome & LifestyleHome & LifestyleFood & BeveragesSports & TravelFashion Accessories,534.26,47,56.69,1950.04,9:3415:3412:3412:0719:4618:4611:4618:1810:5211:26,CashCredit cardCashEwalletCredit cardCredit cardEwalletEwalletCashCredit card,72.1
2023-04-30,INV000970INV000040INV000236INV001683INV001731,CACAC,YangonNaypyitawYangonYangonMandalay,NormalMemberNormalNormalMember,MaleFemaleMaleFemaleFemale,Electronic AccessoriesFood & BeveragesElectronic AccessoriesFood & BeveragesElectronic Accessories,208.0,29,28.490000000000002,996.14,8:1117:088:3216:1110:06,CashEwalletCashCredit cardCredit card,31.5
2023-05-01,INV001328INV001458INV001949INV000832INV000318INV001553,AAAACA,NaypyitawNaypyitawYangonNaypyitawMandalayNaypyitaw,NormalNormalMemberNormalMemberNormal,MaleMaleMaleFemaleMaleMale,Electronic AccessoriesSports & TravelElectronic AccessoriesHealth & BeautyFood & BeveragesHealth & Beauty,302.36,25,21.490000000000002,1503.19,19:3810:4115:3819:0814:4116:35,Credit cardCredit cardCredit cardCredit cardEwalletCash,51.0
2023-05-02,INV001439INV000129INV001809INV000210INV001228INV000866INV001169INV001543INV001967,ACBBBAACA,YangonYangonNaypyitawMandalayMandalayMandalayYangonMandalayNaypyitaw,MemberNormalNormalNormalNormalMemberNormalMemberMember,FemaleMaleMaleFemaleFemaleFemaleFemaleFemaleMale,Home & LifestyleHome & LifestyleFashion AccessoriesHome & LifestyleSports & TravelElectronic AccessoriesElectronic AccessoriesHealth & BeautyElectronic Accessories,523.48,50,40.06,1983.93,15:1817:4710:1112:2515:0714:3110:448:0618:05,Credit cardCredit cardEwalletEwalletCashCashCashCashCredit card,56.4
2023-05-03,INV001891INV001568INV000105INV001469INV001828INV000050INV000154INV001148,AACBCABB,MandalayNaypyitawYangonYangonYangonNaypyitawYangonYangon,MemberNormalNormalNormalMemberNormalMemberMember,FemaleMaleMaleFemaleMaleFemaleMaleFemale,Home & LifestyleSports & TravelHome & LifestyleElectronic AccessoriesElectronic AccessoriesFashion AccessoriesSports & TravelElectronic Accessories,344.51,40,40.85,2135.91,9:0312:3118:479:3015:3713:1619:3110:55,Credit cardEwalletEwalletCredit cardEwalletEwalletEwalletCredit card,62.9
2023-05-04,INV001791INV001307INV001450INV000576INV000946,CBABC,NaypyitawNaypyitawNaypyitawNaypyitawYangon,NormalNormalMemberNormalMember,FemaleMaleFemaleFemaleFemale,Electronic AccessoriesFashion AccessoriesHome & LifestyleHome & LifestyleFood & Beverages,318.54999999999995,25,18.93,1284.21,17:5819:2017:3113:059:34,Credit cardCashCredit cardEwalletCash,32.6
2023-05-05,INV000601INV001044INV000705INV000308INV000507INV001866INV001184,ACACAAA,NaypyitawNaypyitawYangonYangonNaypyitawMandalayYangon,MemberMemberMemberNormalMemberNormalMember,FemaleFemaleFemaleFemaleMaleMaleFemale,Electronic AccessoriesHealth & BeautyElectronic AccessoriesHome & LifestyleHealth & BeautyElectronic AccessoriesHealth & Beauty,429.90999999999997,34,59.27,2468.82,13:4519:5014:4019:5514:4918:538:33,EwalletEwalletEwalletCashCredit cardEwalletCash,48.3
2023-05-06,INV000405INV001656INV000923INV001695,BCAA,NaypyitawYangonYangonMandalay,MemberMemberMemberNormal,FemaleMaleFemaleMale,Food & BeveragesHealth & BeautyFashion AccessoriesFood & Beverages,242.63,20,33.16,652.15,16:1810:469:1416:13,CashCashCashCredit card,24.5
2023-05-07,INV000171INV001425INV000159INV000511INV001888,BCACA,NaypyitawYangonMandalayYangonYangon,NormalMemberNormalMemberMember,MaleMaleFemaleMaleFemale,Home & LifestyleFood & BeveragesHome & LifestyleHealth & BeautyHealth & Beauty,316.42,27,24.11,1509.1,18:0413:5319:3319:0913:04,EwalletCredit cardCredit cardCredit cardCredit card,26.9
2023-05-08,INV000926INV001155INV000078INV000491,CBBA,NaypyitawNaypyitawYangonYangon,MemberNormalNormalNormal,MaleMaleMaleFemale,Sports & TravelElectronic AccessoriesSports & TravelSports & Travel,164.24,16,19.03,1229.22,17:4110:0710:2210:18,EwalletCashEwalletEwallet,24.2
2023-05-09,INV000016INV000276INV001174INV000423INV000749INV000068,BBBCCA,MandalayYangonYangonMandalayMandalayYangon,NormalNormalNormalMemberMemberMember,MaleFemaleMaleMaleMaleFemale,Sports & TravelHealth & BeautyElectronic AccessoriesFashion AccessoriesFood & BeveragesSports & Travel,368.24,26,35.67,901.61,15:3118:4419:5517:3815:0510:30,CashCredit cardCashCashCashEwallet,36.4
2023-05-10,INV000202INV000425INV001986INV001619,CBBA,NaypyitawYangonNaypyitawYangon,MemberNormalNormalNormal,MaleMaleMaleFemale,Health & BeautyFood & BeveragesHealth & BeautyHome & Lifestyle,157.20999999999998,18,23.1,1337.25,12:3412:4313:0712:06,Credit cardCredit cardCredit cardCredit card,23.7
2023-05-11,INV000732INV001018INV001438INV001990INV001331INV001580INV001014,BBCCCAB,MandalayMandalayMandalayYangonNaypyitawMandalayYangon,NormalNormalNormalNormalMemberMemberNormal,FemaleMaleMaleMaleFemaleMaleMale,Home & LifestyleHome & LifestyleHealth & BeautyElectronic AccessoriesElectronic AccessoriesHealth & BeautyFood & Beverages,295.78,39,41.71,1770.79,14:5712:289:2615:5619:2714:0110:15,EwalletEwalletEwalletCredit cardEwalletCredit cardEwallet,47.3
2023-05-12,INV001069INV001993INV001025INV000099,CACC,YangonYangonYangonYangon,NormalNormalMemberNormal,MaleMaleFemaleMale,Electronic AccessoriesFood & BeveragesHealth & BeautyElectronic Accessories,217.64,29,17.69,1269.52,13:1812:3811:4815:56,Credit cardCashEwalletEwallet,27.900000000000002
2023-05-13,INV000277INV000508INV001861INV001449INV000234INV001330INV000560INV001086,BACCAAAA,MandalayYangonMandalayYangonNaypyitawYangonYangonYangon,MemberMemberMemberNormalMemberMemberMemberMember,MaleFemaleMaleMaleFemaleFemaleMaleMale,Food & BeveragesHome & LifestyleFood & BeveragesHome & LifestyleElectronic AccessoriesHealth & BeautyElectronic AccessoriesFashion Accessories,418.44,39,51.239999999999995,1605.27,11:348:3413:1414:4417:1710:1319:2611:14,EwalletCredit cardEwalletEwalletCredit cardCashCashCash,55.900000000000006
2023-05-14,INV001696INV001096INV001873INV000258INV000581INV001137INV000355,AACBCAA,NaypyitawNaypyitawMandalayMandalayNaypyitawMandalayNaypyitaw,NormalNormalMemberNormalMemberNormalNormal,FemaleMaleFemaleMaleFemaleMaleFemale,Food & BeveragesHealth & BeautyFashion AccessoriesSports & TravelHome & LifestyleHome & LifestyleElectronic Accessories,448.56,40,32.91,1862.43,14:4618:1510:0717:0617:208:1214:42,Credit cardCashCashCashEwalletCredit cardEwallet,38.7
2023-05-15,INV000742INV000395INV000656INV001104INV001682,ACCAA,NaypyitawMandalayMandalayMandalayNaypyitaw,NormalNormalNormalMemberMember,MaleMaleMaleMaleFemale,Electronic AccessoriesFashion AccessoriesFashion AccessoriesFood & BeveragesFashion Accessories,256.97,33,25.44,1269.67,18:189:5715:579:2814:27,EwalletEwalletEwalletCashCredit card,33.2
2023-05-16,INV000438INV001586INV000175INV001567INV001415,BBCAA,YangonYangonNaypyitawMandalayYangon,NormalMemberNormalNormalNormal,FemaleFemaleMaleFemaleMale,Health & BeautyHome & LifestyleHome & LifestyleElectronic AccessoriesHealth & Beauty,158.3,27,13.64,1567.31,18:0811:248:1910:5612:12,Credit cardCredit cardEwalletCredit cardCredit card,35.4
2023-05-17,INV000448INV001819INV000644INV000698,CBBC,YangonNaypyitawYangonYangon,MemberMemberMemberNormal,FemaleMaleMaleFemale,Home & LifestyleElectronic AccessoriesFashion AccessoriesHome & Lifestyle,330.56,27,24.44,713.19,12:509:298:0618:45,EwalletCashCredit cardEwallet,28.2
2023-05-18,INV001641INV001219INV000836INV000860INV000153,CAACC,YangonNaypyitawMandalayMandalayMandalay,MemberMemberNormalNormalNormal,MaleFemaleMaleFemaleMale,Food & BeveragesFood & BeveragesFashion AccessoriesFashion AccessoriesSports & Travel,370.67,25,24.45,1607.78,15:4016:2912:0516:4213:59,EwalletCashEwalletEwalletCredit card,31.0
2023-05-19,INV001662INV000585INV000918INV000829INV001172,BCAAB,YangonMandalayNaypyitawNaypyitawYangon,NormalMemberMemberNormalMember,MaleMaleFemaleMaleMale,Sports & TravelElectronic AccessoriesSports & TravelFashion AccessoriesFood & Beverages,244.10000000000002,13,27.25,1387.66,12:5317:0117:1110:208:42,CashCashEwalletEwalletCredit card,43.4
2023-05-20,INV000096INV000271INV001512INV000396INV000410INV001248,CCBCCA,YangonMandalayMandalayNaypyitawYangonYangon,MemberMemberMemberMemberMemberMember,FemaleMaleMaleMaleMaleMale,Electronic AccessoriesHealth & BeautyHealth & BeautyHome & LifestyleHome & LifestyleFashion Accessories,373.85,37,36.78,1025.53,12:5510:1611:1712:5713:1217:03,EwalletEwalletCashEwalletCredit cardCredit card,42.4
2023-05-21,INV000506INV000307INV000933INV000460INV001817,ABCBB,YangonMandalayMandalayYangonYangon,MemberMemberNormalMemberNormal,MaleFemaleMaleMaleMale,Fashion AccessoriesSports & TravelSports & TravelHome & LifestyleFashion Accessories,304.06,22,34.07,1154.6299999999999,15:0314:4119:209:1416:48,EwalletEwalletEwalletEwalletEwallet,36.5
